ulasan;truth_label;confidence
mantap aplikasi mempermudah berbelanja;positive;9,99E+15
mantap;positive;9,97E+15
pemkot sby semakin bagus dalam memberikan kemudahan utk membeli produk umkm semoga aplikasi ini bermanfaat bagi pembeli yg malas kluar sperti saya;positive;9,83E+15
belanja kebutuhan seharihari jadi semakin mudah;positive;9,98E+15
sangat bermanfaat sekali;positive;9,95E+15
bagus dan mudah digunakan surabaya hebat;positive;9,99E+15
bagus semoga semakin berkembang lagi dan ada banyak pilihan metode pembayaran serta pengiriman;positive;9,93E+15
aplikasinya bagus banyak produknya umkm pilihannya banyak jdi tau klo produknya umkm ternyata bisa kita beli disini;positive;9,99E+15
bangga sebagai warga surabaya semoga bisa berkembang dan bersaing dengan kompetitor;positive;9,92E+15
aplikasinya cukup membantu bagi umkm semoga ekonomi surabaya makin meningkat;positive;9,97E+15
sangat membantu umkm di surabaya;positive;9,99E+15
bagus mempermudah kita membeli barang umkm di surabaya;positive;9,96E+15
aplikasinya bagus sangat membantu umkm dalam menjual produknya;positive;9,99E+15
alhamdulillah dengan adanya aplikasi peken dari pemerintah kota surabaya ini kebutuhan pangan saya jadi lebih terarah terima kasih pemkot;positive;9,98E+15
fitur nya cukup dipahami;positive;9,97E+14
sangat membantu;positive;9,96E+15
sempet bangga ad aplikasi ny d sby trnyta lemot skli penggunaanx utk login aj ampun dech;positive;9,75E+15
semakin gampang untuk belanja;positive;9,89E+14
jooosssemakin update linknya;positive;8,55E+15
memudahkan penjualan umkm surabaya mantab;positive;9,99E+15
aplikasi inovasi yang mendukung peningkatan perekonomian di surabaya memudahkan pembeli dalam menemukan produk umkm tokel dan kebutuhan pribadi lainnya dgn harga yg terjangkau maju terusss surabaya dalam mengembangkan inovasi terbaru yg membawa dampak positiff bagi masyarakat;positive;9,98E+15
semakin mudah berbelanja tanpa ribet terimakasih peken;positive;9,97E+14
makin maju kedepan;positive;7,72E+15
aplikasi cepat dan sangat membantu;positive;9,98E+15
aplikasi paling terbaik sedunia;positive;9,99E+15
mantapppppp;positive;9,97E+15
sangat membantu pertumbuhan ekonomi umkm di surabaya mantap;positive;9,98E+15
sy sangat bangga dengan adanya epeken iniguna untuk memulihkan ekonomi warga kota surabaya;positive;9,96E+15
memberi kemudahan dalam belanja market place yang user friendly keluaran pemkot surabaya memang wani reekkk semoga kedepannya semakin berkemban dan ojo lali rekkbelonjo nng peken suroboyo yo rekkk;positive;9,99E+15
sudah bagus semoga ada fitur pengiriman dengan berbagai ekspedisi kemudian bisa bayar melalui alfa atau indomaret tidak hanya dengan bank jatim saja;positive;8,14E+15
inovasi bagus dari pemerintah kota surabaya untuk meningkatkan ekonomi rakyat dalam hal ini umkm semoga aplikasi peken ini terus berkembang ke arah yang lebih baik saran saja mungkin bisa di integrasikan dengan jasa pengiriman untuk lebih fleksibel dan variatif dalam bertransaksi juga di tambahkan promopromo menarik seperti gratis ongkir potongan harga cashback poin mantap pemkot surabaya;positive;9,97E+15
sangat membantu umkm;positive;9,99E+15
mantaab memudahkan sekali mau belanjaaa di tokel;positive;9,98E+15
aplikasi membantu pembelanjaan produk umkm lebih mudah;positive;9,30E+15
sangat efisien;positive;9,99E+15
aplikasi peken surabaya bagus barang murah murah;positive;9,99E+15
inovasi dari pemkot surabaya sangat membantu saya sebagai penjual;positive;9,97E+15
peken kota sby sangat membantu  terima kasih;positive;9,98E+15
aplikasi mudah digunakan no ribet untuk qris langsung masuk rekening dan prosesnya cepat;positive;9,64E+15
aplikasi epeken joss;positive;9,94E+15
aplikasin peken surabaya mantap sangat membantu meningkatkan penjualan lewat online;positive;9,99E+15
aplikasi peken emang mantap;positive;9,99E+15
saya berterima kasih dengan adanya aplikasi peken ini dimana membantu tokel saya meningkatkan pendapatan semoga aplikasi peken semakin berkembang dan membantu umkm yang ada di surabaya untuk bertumbuh;positive;9,96E+15
sangat membantu umkm lokal;positive;9,99E+15
jualan disini sepertinya untungnya bisa lebih banyak drpd di ecommerce lain dan insyaallah akan selalu laku alhamdulillah;positive;9,98E+15
dengan adanya epeken ini bs memajukan umkm di sby dan klo bisa ditambah dengan pengiriman melalui instans lainnya;positive;9,46E+15
peken mantab;positive;9,98E+15
aplikasi peken mantap;positive;9,99E+15
mohon makin ditingkatkan  dikembangkan aplikasi inikarena umkm sekarang harus maju  ditingkatkan dng dukungan aplikasi ini pemerintahumkm produk dalam negeri harus maju;positive;9,81E+15
terimakasih banyak aplikasi epeken dengan aplikasi ini mempermudah umkm untuk mengembangkan usahanyasukses slalu peken surabaya;positive;9,97E+15
sangat membantu perekonomian toko kelontong mantabbb semoga berkah untuk semua aminn;positive;9,98E+14
peken surabaya mantap;positive;9,99E+15
belanja aman dari rumah antiribet tanpaantri;positive;5,42E+15
aplikasi yg sering digunakan untuk berjualan mantap;positive;5,77E+15
aplikasi peken mantab;positive;9,99E+15
sangat membantu;positive;9,96E+15
aplikasi yg mengerti kebutuhan warga surabaya raya;positive;9,96E+15
semoga membantu umkm surabaya lebih maju dan berkembang;positive;9,94E+15
terimakasih pemkot sudah memberikan pengalaman baru untuk berjualan di ecommerce lokal surabaya semoga selalu inovatif dalam melayani warga dan tentunya memberikan yang terbaik untuk warga kota surabaya;positive;9,95E+15
dengan adanya peken ini sangat membantu dan mempermudah berbelanja;positive;9,98E+15
alhamdulillah sangat membantu sekali dalam menjual produk umkm mantap;positive;9,99E+15
aplikasi e mudah;positive;9,78E+15
aplikasinya cukup membatu bagi umkm semoga ekonomi surabaya semakin meningkat;positive;9,96E+15
mantap sekarang sudah ada apps mobilenya jadi lebih mudah;positive;9,96E+15
inovativ banget apk ini untuk meningkatakan penjualan pelaku ukm;positive;9,89E+15
alhamdulillah bisa jualan produk saya dari aplikasi yang disediakan oleh pemkot surabaya ini alhamdulillah pemasukan saya sangat lancar terima kasih pemkot;positive;9,98E+15
sangat membantu sekali;positive;9,98E+15
fitur nya memudahkan;positive;9,99E+14
alhamdulillah semoga tambah berkah amiin;positive;9,99E+15
mantab memudahkan penjualan umkm surabaya;positive;9,94E+15
alhamdulillah;positive;9,99E+15
sangat membantu meningkatkan penjualan alhamdulillah terimakasih juga buat para jajaran pemkot surabaya mohon lebih dimaintenance juga webnya karena ini mau ada yg pesan lewat e peken tidak bisa tidak bisa masuk pesanannyaminta tolong untuk lebih sering diupdate terimakasih;positive;9,70E+15
saya bangga jd warga surabaya salah satunya yg menjadi kebanggaan ku surabaya punya aplikasi epeken yg membantu para pelaku usaha toko kelontong dan umkm yg ada d surabaya utk meningkatkan kesejahteraan masyarakat surabaya;positive;9,98E+15
aplikasi sangat membantu masyarakat surabaya untuk mengembangkan usahanya;positive;9,98E+15
dongkrak perkapita umkm mantap;positive;9,99E+15
aplikasi yg bagus buat umkm dan toko kelontong semoga makin ditingkatkan untuk mendukung perekonomian surabaya;positive;9,97E+15
ekonomi kerakyatan;positive;9,99E+15
sippp;positive;7,73E+15
mantaaap sangat bermanfaat untuk sarana penjualan bagi umkm  tokel warga surabaya;positive;9,92E+15
saya baru bergabung di bln februari   sdh bikin akun dan verifikasi berhasil tapi login pake aplikasi tidak bisa  bagaimana ini selanjutnya  berharap bisa melayani rekan pns dgn baik dan amanah bisa mmbantu pelaku usaha kecil spt kami terimakasih;positive;8,40E+15
cukup bagus;positive;9,99E+14
aplikasi yg mantap sangat membantu pekerjaan saya;positive;9,99E+15
niatnya baik pemberdayaan ekonomi warga tp nggak bisa login fatal wkwkwk;positive;8,65E+15
mantap;positive;9,97E+15
sangat membantu;positive;9,96E+15
saya selaku warga surabaya sangat bangga dengan adanya aplikasi ini namun mohon dipermudah untuk loginnya di aplikasi ini;positive;6,76E+15
aplikasi rintisan pemkot yang memudahkan penjual toko kelontong dan umkm di surabaya memasarkan produknya dan bisa bertransaksi pula semoga kedepan menjadi semakin baik;positive;7,24E+15
mohon segera dibenahi dan diupgrade saya sangat mendukung ecommerce milik kota surabaya ini;positive;9,93E+15
semangat;positive;9,99E+15
mantap;positive;9,99E+15
mantab;positive;9,99E+15
mantap dan sangat membantu;positive;9,99E+15
sangat nyaman sekali;positive;9,99E+15
oke;positive;7,23E+15
kerja bagus tingkatkan lebih bagus dan canggih lagi;positive;9,95E+15
mudah dipahami;positive;9,84E+15
cukup memudahkan semua terintegrasi;positive;9,99E+14
sangat membantu;positive;9,96E+15
aplikasi ini benarbenar membantu meningkatkan produktivitas saya seharihari antarmukanya intuitif mudah digunakan dan fiturnya sangat lengkap saya juga sangat mengapresiasi respons pengembang yang cepat dalam memperbarui aplikasi dan menangani bug dengan performa yang stabil dan desain yang modern aplikasi ini layak mendapat lima bintang sangat direkomendasikan untuk siapa saja yang mencari solusi praktis dan efisien terima kasih telah membuat aplikasi yang luar biasa;positive;9,99E+15
mantaaaffff;positive;9,93E+14
bagus sekali;positive;9,98E+15
baik;positive;9,98E+15
bagus;positive;9,98E+15
aplikasi sangat bagus;positive;9,99E+15
sangat membantu pegawai top markotop;positive;9,99E+15
bagus;positive;9,98E+15
bagus;positive;9,98E+15
oke mantap;positive;9,99E+15
setelah sesuai prosedur akhirnya bisa juga meski lama  latian sabar yg nikmat;positive;9,91E+15
mantap;positive;9,99E+15
oke;positive;7,23E+15
pembaruan;positive;8,08E+14
sangat puas;positive;9,98E+15
sinyal kadang error tapi untuk absen memang bagus kantorku;positive;7,58E+15
sangat membantu karyawan;positive;9,98E+15
apik;positive;9,79E+15
bagus;positive;9,98E+15
josss;positive;9,97E+15
sangat mambantu;positive;9,90E+15
smoga lancar;positive;9,97E+15
mantab;positive;9,99E+15
mantap;positive;9,99E+15
sangat memudahkan saat absensi;positive;9,98E+15
aplikasi yg sangat membantu utk abesen;positive;9,98E+15
good;positive;9,99E+15
aplikasi sangant berguna mantabs mempermudah untuk melakukan absensi;positive;9,99E+15
aplikasi sangat membantu;positive;9,98E+15
sangat membantu absensi pegawai;positive;9,95E+15
memberikan keringanan dalam hal semua pekerjaan pekerjaan rumah maupun kantor semua seimbang dan sangat mempermuah dlm pembagian waktu;positive;9,98E+15
good;positive;9,99E+15
sangat memudahkan dan membantu sekali terima kasih pak eri walikota sby terbaiikk;positive;9,98E+15
bagus;positive;9,98E+15
sangat berguna  bermanfaat;positive;9,98E+15
good;positive;9,99E+15
mantap pokoknya;positive;9,99E+15
sangat membantu;positive;9,96E+15
sangat membantu jadi kerja yidak terlambat lagi;positive;9,98E+15
sangat bermanfaat dan efisien;positive;9,99E+15
josss gandoss;positive;9,99E+15
teknologi semakin canggih dan ramah lingkungan;positive;9,94E+15
sangat efektif saat bertugas di luar kantor;positive;9,92E+15
mantap semakin maju;positive;9,99E+15
sangat membantu;positive;9,96E+15
apk bagus sippppp;positive;9,99E+15
aplikasi sangat membantu;positive;9,98E+15
wer;positive;5,95E+15
sangat memuaskan;positive;9,98E+15
sangat bermanfaat karena banyak informasi yg sangat bermanfaat utk kehidupan seharitetima kasih;positive;9,96E+15
puas;positive;9,99E+15
mantap;positive;9,99E+15
good;positive;9,99E+15
sapu jagat sngat baik sekali;positive;9,98E+15
mantap wis semoga fitur nya ditambah terutama vidio giotek krn sngt dibutuhkan dilapangan   hem kepolo sering minta document vidio bukan foto;positive;9,26E+15
mantap;positive;9,99E+15
sangat bagus dan bermanfaat untuk mempermudah sistem laporan kerja;positive;9,97E+15
bagus;positive;9,98E+15
